geometry,Name,Description
"{""type"":""Polygon"",""coordinates"":[[[43.8014310003615,34.4454871590235,0],[43.8007225848931,34.4454781000022,0],[43.8007651622934,34.444239052359,0],[43.8014418711871,34.4442442612962,0],[43.8014310003615,34.4454871590235,0]]]}",FAT37-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.8020861940796,34.4455193185493,0],[43.8014756160416,34.4454812706597,0],[43.8014663305447,34.4449012668186,0],[43.8014733512863,34.4448364948161,0],[43.8014801455523,34.4447701374848,0],[43.8014892045736,34.4440544747993,0],[43.8016857853366,34.444099769906,0],[43.8022139262805,34.4441595594468,0],[43.8021785960973,34.4444440127167,0],[43.8020861940796,34.4455193185493,0]]]}",FAT36-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7998170100809,34.4457883566887,0],[43.8001563493553,34.4457884904942,0],[43.8001616185964,34.4460495098428,0],[43.8002775604699,34.4460510831017,0],[43.8004677906396,34.4460521564619,0],[43.8009863208079,34.4460569780074,0],[43.8009828052809,34.4455120713322,0],[43.8002340859897,34.4455109105271,0],[43.7998141915286,34.4455102595279,0],[43.7998170100809,34.4457883566887,0]]]}",FAT35-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7997744720126,34.4457853847918,0],[43.7997714963013,34.4455100099608,0],[43.7991291030401,34.4455272451929,0],[43.7991046436825,34.4463796991006,0],[43.7991075476685,34.4464208931354,0],[43.7987234268518,34.4464087917682,0],[43.7987214873697,34.4466736338536,0],[43.7997831643805,34.4466985766517,0],[43.7997744720126,34.4457853847918,0]]]}",FAT34-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7998246094032,34.4462485697668,0],[43.7998170100809,34.4457883566887,0],[43.8001563493553,34.4457884904942,0],[43.8001616185964,34.4460495098428,0],[43.8001617861727,34.4460822809085,0],[43.8003772950535,34.4460860088216,0],[43.8005421825848,34.4460888610771,0],[43.8007577541286,34.4460925900741,0],[43.8009535271135,34.446095976592,0],[43.8018936349041,34.4461122387531,0],[43.8018701364208,34.4463464071972,0],[43.8013526923222,34.4463395562791,0],[43.799953146862,34.4463210264101,0],[43.7999537058123,34.4462521823862,0],[43.7998246094032,34.4462485697668,0]]]}",FAT33-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7998246094032,34.4462485697668,0],[43.7998246094032,34.4465203404069,0],[43.8012271161134,34.4465398654453,0],[43.8019625384384,34.4465511410794,0],[43.8020241397835,34.446114496251,0],[43.8018936349041,34.4461122387531,0],[43.8018701364208,34.4463464071972,0],[43.799953146862,34.4463210264101,0],[43.7999537058123,34.4462521823862,0],[43.7998246094032,34.4462485697668,0]]]}",FAT32-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7987214873697,34.4466736338536,0],[43.7987234268518,34.4464087917682,0],[43.7980012548838,34.4463860404156,0],[43.797968642407,34.4464766306289,0],[43.7979701682135,34.446655149993,0],[43.7979722660155,34.4469005928275,0],[43.7997804466741,34.4469458879341,0],[43.7997831643805,34.4466985766517,0],[43.7987214873697,34.4466736338536,0]]]}",FAT31-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7987171733941,34.4469518816909,0],[43.7979783808549,34.446927996367,0],[43.7980217590622,34.4476013109585,0],[43.7982357053256,34.4475987091712,0],[43.7997752377369,34.4475929285331,0],[43.7997815790518,34.4469832563972,0],[43.7995297382587,34.446975103278,0],[43.7987171733941,34.4469518816909,0]]]}",FAT30-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.8004952034575,34.4476070948858,0],[43.7998212122701,34.4476070948858,0],[43.7998248358787,34.4468290265589,0],[43.7998230240744,34.446551820506,0],[43.8004933916533,34.4465681267444,0],[43.8005384602844,34.4465692591221,0],[43.8012270823852,34.4465815631899,0],[43.8012229562589,34.4468419021577,0],[43.8005185304375,34.4468210999152,0],[43.8004748079476,34.4468181869544,0],[43.8004607791764,34.447019266007,0],[43.8004589673722,34.447053690288,0],[43.8004952034575,34.4476070948858,0]]]}",FAT29-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.80051895247,34.4473535855005,0],[43.800494976982,34.4470638816871,0],[43.8005004123948,34.4470276456017,0],[43.8005185304375,34.4468210999152,0],[43.8012229562589,34.4468419021577,0],[43.8012270823852,34.4465815631899,0],[43.8019679738512,34.4465946243818,0],[43.8020242146691,34.4469608755617,0],[43.8020422578262,34.4470783761212,0],[43.8020567522603,34.4471073649895,0],[43.8022234382529,34.4475965521416,0],[43.8021219712983,34.4475961157246,0],[43.8020644029487,34.4473731283022,0],[43.80051895247,34.4473535855005,0]]]}",FAT28-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.8016522690937,34.4483999718675,0],[43.801642223705,34.4485858325368,0],[43.8016339727675,34.4487384921092,0],[43.8016258288168,34.4488880887198,0],[43.8016212819615,34.4489721322063,0],[43.801613987671,34.4490757468042,0],[43.8016025681602,34.4491709093943,0],[43.8016508829407,34.4492288871309,0],[43.8017499282406,34.449248213043,0],[43.8028901570594,34.4492288871309,0],[43.8023036802418,34.4477782456084,0],[43.8020203062397,34.447783057982,0],[43.8020241778983,34.4478400979472,0],[43.8020615585746,34.448397872907,0],[43.8016522690937,34.4483999718675,0]]]}",FAT27-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.8016522690937,34.4483999718675,0],[43.8020615585746,34.448397872907,0],[43.8020203062397,34.447783057982,0],[43.8023036802418,34.4477782456084,0],[43.8022524019574,34.4476514095489,0],[43.8016919505041,34.447665903983,0],[43.8016460514627,34.4476538252879,0],[43.8013803093145,34.4476550063642,0],[43.8013199503028,34.4492131340099,0],[43.8015542533798,34.4492119769577,0],[43.8016026819879,34.4483899650579,0],[43.8016522690937,34.4483999718675,0]]]}",FAT26-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7988800302815,34.4481019448767,0],[43.798881262433,34.4476285739092,0],[43.8004901203402,34.4476514095489,0],[43.8004635472109,34.4481236865279,0],[43.7988800302815,34.4481019448767,0]]]}",FAT25-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.8013395986942,34.448705923886,0],[43.8013803093145,34.4476550063642,0],[43.8011025101825,34.447656241027,0],[43.801059034612,34.4476334898735,0],[43.800783658126,34.4476328682561,0],[43.8007716347362,34.44882175053,0],[43.8010324537508,34.4488157957579,0],[43.8010773171491,34.4488162377485,0],[43.8010650662277,34.4492143926967,0],[43.8013199503028,34.4492131340099,0],[43.8013395986942,34.448705923886,0]]]}",FAT24-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.8007716347362,34.44882175053,0],[43.8005034069048,34.448827874453,0],[43.80051489217,34.4481223510199,0],[43.8005227487347,34.4476322792959,0],[43.8005384602844,34.4475893049245,0],[43.80051895247,34.4473535855005,0],[43.8020644029487,34.4473731283022,0],[43.8021219712983,34.4475961157246,0],[43.800812955242,34.447590485548,0],[43.8007860508371,34.44759061115,0],[43.800783658126,34.4476328682561,0],[43.800779801015,34.4481211461393,0],[43.8007716347362,34.44882175053,0]]]}",FAT23-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7992093936603,34.4504892482255,0],[43.7988500173353,34.4504878935796,0],[43.7988466881461,34.4506883847506,0],[43.7988389627181,34.4511536271973,0],[43.7995443585127,34.4511681216314,0],[43.7995490695799,34.4508844106949,0],[43.7995522383584,34.4506935798165,0],[43.799555609648,34.4504905532644,0],[43.7995589007322,34.4502923568585,0],[43.7995661001639,34.449858791081,0],[43.7992133774578,34.4498515433542,0],[43.7992105943827,34.4502970430371,0],[43.7992093936603,34.4504892482255,0]]]}",FAT22-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7992093936603,34.4504892482255,0],[43.7988500173353,34.4504878935796,0],[43.7988531065743,34.4503018527447,0],[43.7988607043693,34.4498442966469,0],[43.7988679515863,34.4498062487573,0],[43.7988751988034,34.4488737734945,0],[43.7995878418151,34.4488737734945,0],[43.7995636844249,34.4498255746695,0],[43.7992278203358,34.4498162451114,0],[43.7992133774578,34.4498515433542,0],[43.7992093936603,34.4504892482255,0]]]}",FAT21-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7998657928214,34.4501408812676,0],[43.7998705252796,34.4493483487446,0],[43.8001410460514,34.449349674082,0],[43.8001821136148,34.4493738314722,0],[43.8007063289827,34.4493762472113,0],[43.8007135761998,34.4501299577864,0],[43.8001821136148,34.4501347892644,0],[43.8001289673563,34.4501347892644,0],[43.7998657928214,34.4501408812676,0]]]}",FAT20-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.8007184076779,34.4506469259373,0],[43.7996047519883,34.450613105591,0],[43.7996071677273,34.4501661938717,0],[43.7996071677273,34.4501468679596,0],[43.7996178108855,34.4493471106444,0],[43.7998705252796,34.4493483487446,0],[43.7998657928214,34.4501408812676,0],[43.7998706886987,34.4501661938717,0],[43.8007111604608,34.4501661938717,0],[43.8007184076779,34.4506469259373,0]]]}",FAT19-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7995854260761,34.4511638940882,0],[43.7995975047712,34.4506445101983,0],[43.8007111604608,34.4506783305446,0],[43.8007111604608,34.4508741579035,0],[43.8007654945629,34.4508776542614,0],[43.8022280194379,34.4508709148403,0],[43.8022548176965,34.4511771806528,0],[43.8007667224584,34.4511723491748,0],[43.8007111604608,34.4511952986955,0],[43.7995854260761,34.4511638940882,0]]]}",FAT18-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.80368010372,34.4511844278699,0],[43.802307963955,34.4511795963918,0],[43.8022536098269,34.450459706163,0],[43.8020917553124,34.4500297046169,0],[43.8020905474429,34.449982597706,0],[43.802175250496,34.4499536747123,0],[43.8021895927428,34.4499487773597,0],[43.8031413939179,34.4498569792768,0],[43.80368010372,34.4511844278699,0]]]}",FAT17-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7958889505223,34.4509310914462,0],[43.7959240716195,34.4506973544892,0],[43.7960255326584,34.450680444316,0],[43.796708771234,34.4507047398768,0],[43.7988108797518,34.450779489616,0],[43.7988089367491,34.4510000204241,0],[43.7964644513732,34.4509379938571,0],[43.7962338564113,34.450931893152,0],[43.7958889505223,34.4509310914462,0]]]}",FAT16-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7958889505223,34.4509310914462,0],[43.7958540151878,34.4511635921206,0],[43.7975861000672,34.4511871455761,0],[43.7975854961324,34.4513097443315,0],[43.7976072377837,34.4513453764821,0],[43.7975879118715,34.4530315623201,0],[43.7987571295586,34.4530653826664,0],[43.7987909499049,34.4513695338723,0],[43.7988060482738,34.4513278623741,0],[43.7988089367491,34.4510000204241,0],[43.7964644513732,34.4509379938571,0],[43.7962338564113,34.450931893152,0],[43.7958889505223,34.4509310914462,0]]]}",FAT15-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7963854777728,34.4521153932956,0],[43.7957628210397,34.4520465447335,0],[43.7957875823647,34.4517427655513,0],[43.7958515994488,34.4511925809889,0],[43.7964192981192,34.4511998282059,0],[43.7963854777728,34.4521153932956,0]]]}",FAT14-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7969652551383,34.4521733710322,0],[43.7964289610753,34.4521178090346,0],[43.7964651971606,34.4511901652498,0],[43.7969459292261,34.451202243945,0],[43.7969652551383,34.4521733710322,0]]]}",FAT13-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7975305380697,34.4526492716197,0],[43.7975281223307,34.4530297505158,0],[43.7954892385953,34.4529983459085,0],[43.7957114865854,34.4520924437749,0],[43.7966737800034,34.4521945438723,0],[43.7966288030548,34.4526147114311,0],[43.7975305380697,34.4526492716197,0]]]}",FAT12-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7966737800034,34.4521945438723,0],[43.7966288030548,34.4526147114311,0],[43.7975305380697,34.4526492716197,0],[43.7975329538087,34.4522857028967,0],[43.7975377852867,34.4522385959858,0],[43.7975474482428,34.4512167383791,0],[43.7969966597456,34.451209491162,0],[43.7969966597456,34.4521637080761,0],[43.7969871181404,34.452227789298,0],[43.7966737800034,34.4521945438723,0]]]}",FAT11-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7951186229919,34.4513038978169,0],[43.7950050102326,34.4512652095391,0],[43.7950041280027,34.4512243127274,0],[43.7961453292849,34.4476192311498,0],[43.7955455497748,34.4476041783789,0],[43.793620714789,34.4525030439169,0],[43.7945907365007,34.4526262975007,0],[43.7951186229919,34.4513038978169,0]]]}",FAT10-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.79528404615,34.4530146991935,0],[43.7945750323588,34.4530003841883,0],[43.7945322387286,34.4529944352092,0],[43.7945467480811,34.45265201449,0],[43.7936029993695,34.4525489429583,0],[43.7933800513786,34.4530609307341,0],[43.7931404585713,34.4536111424137,0],[43.7944711555808,34.4536719596366,0],[43.7961525099408,34.4536816225927,0],[43.7963664509407,34.4533816524076,0],[43.7956504915797,34.4533799440232,0],[43.7954816236722,34.4533795410795,0],[43.7952773168483,34.4533790535734,0],[43.79528404615,34.4530146991935,0]]]}",FAT9-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7956504915797,34.4533799440232,0],[43.7954816236722,34.4533795410795,0],[43.7952773168483,34.4533790535734,0],[43.79528404615,34.4530146991935,0],[43.7966090846161,34.4530414517516,0],[43.7966604190703,34.4530468871644,0],[43.7982593057049,34.4530944991666,0],[43.7982523705233,34.4534256355193,0],[43.7969921588072,34.453423780792,0],[43.7969889393161,34.4536924272509,0],[43.796206260134,34.4536894737445,0],[43.7964211843229,34.4533853788816,0],[43.7963664509407,34.4533816524076,0],[43.7956504915797,34.4533799440232,0]]]}",FAT8-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7969921588072,34.453423780792,0],[43.7969889393161,34.4536924272509,0],[43.7976315258618,34.4536948521057,0],[43.797890040441,34.4536958276325,0],[43.7981774659908,34.4536969122572,0],[43.7984770133641,34.4536980426246,0],[43.7987669434983,34.4536991367006,0],[43.7987766064544,34.453109696379,0],[43.7984166075562,34.4530996560134,0],[43.7983393576912,34.4530976176839,0],[43.7982593057049,34.4530944991666,0],[43.7982523705233,34.4534256355193,0],[43.7969921588072,34.453423780792,0]]]}",FAT7-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7987563434417,34.4548402534702,0],[43.7987533549663,34.4551470702775,0],[43.7974512733895,34.455117352685,0],[43.7972891473917,34.4551172621175,0],[43.7972457286282,34.4551164057316,0],[43.7961780842972,34.455105144751,0],[43.795697308199,34.4551000737642,0],[43.7956612774818,34.4550997055671,0],[43.7929273976894,34.4549856183861,0],[43.7929720293792,34.4543864379506,0],[43.7950452679356,34.4544310652129,0],[43.7956965664199,34.4544450846648,0],[43.7957403671265,34.4544511399038,0],[43.7972767918149,34.4544565981069,0],[43.7972723940102,34.4545500110943,0],[43.7973122432732,34.4545572761489,0],[43.7974683654438,34.4545601254266,0],[43.7974613349332,34.4547893308852,0],[43.798619069638,34.4548016400442,0],[43.7986189427365,34.4548378078757,0],[43.7987563434417,34.4548402534702,0]]]}",FAT6-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7973122432732,34.4545572761489,0],[43.7974683654438,34.4545601254266,0],[43.7974613349332,34.4547893308852,0],[43.798619069638,34.4548016400442,0],[43.7986189427365,34.4548378078757,0],[43.7987563434417,34.4548402534702,0],[43.7987606021833,34.4544030226584,0],[43.7987630179223,34.4543716180511,0],[43.7987654333798,34.4540551931185,0],[43.7977555968612,34.4540600633999,0],[43.7977532521662,34.4543648297099,0],[43.7977485278077,34.4544055540929,0],[43.7973184059867,34.4544078541365,0],[43.7973122432732,34.4545572761489,0]]]}",FAT5-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.7987654333798,34.4540551931185,0],[43.7987678494004,34.4537386944271,0],[43.7973449791159,34.453719368515,0],[43.7973256532037,34.454361955095,0],[43.7977532521662,34.4543648297099,0],[43.7977555968612,34.4540600633999,0],[43.7987654333798,34.4540551931185,0]]]}",FAT4-FTK0210,
"{""type"":""Polygon"",""coordinates"":[[[43.789053046052,34.4444910137843,0],[43.789052394424,34.4445828462675,0],[43.7896105571816,34.4445827887836,0],[43.7896074763636,34.4432490863961,0],[43.7893167715951,34.4431558714636,0],[43.7893177878785,34.4444902515718,0],[43.789053046052,34.4444910137843,0]]]}",FAT13-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7893177878785,34.4444902515718,0],[43.789053046052,34.4444910137843,0],[43.7890748027227,34.4430776738583,0],[43.7893167715951,34.4431558714636,0],[43.7893177878785,34.4444902515718,0]]]}",FAT40-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7914858167458,34.4452192527238,0],[43.7914818340627,34.4454539285002,0],[43.7900104521399,34.4454198344144,0],[43.789968588011,34.445418419085,0],[43.789042117538,34.4453925457061,0],[43.7890527503646,34.4446175702134,0],[43.7900246199156,34.4446163802992,0],[43.7900009761882,34.4446914224696,0],[43.7899781556673,34.4452017259817,0],[43.7900204852066,34.4452001568721,0],[43.7914858167458,34.4452192527238,0]]]}",FAT39-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7900204852066,34.4452001568721,0],[43.7900318912432,34.4449504176675,0],[43.7919025778016,34.4449733725853,0],[43.7918923469494,34.4454593634873,0],[43.7914818340627,34.4454539285002,0],[43.7914858167458,34.4452192527238,0],[43.7900204852066,34.4452001568721,0]]]}",FAT38-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7919358256065,34.4453364033676,0],[43.7919331133777,34.4454610614747,0],[43.7924795731348,34.4454768362642,0],[43.7924748722699,34.4442957603356,0],[43.7922147037187,34.4442957603355,0],[43.7922056027909,34.4453460074077,0],[43.7919358256065,34.4453364033676,0]]]}",FAT37-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7909568684403,34.4444258611892,0],[43.7909697329094,34.444176236022,0],[43.7919191087284,34.4441701448154,0],[43.7919612170597,34.4441693740876,0],[43.7924745256006,34.4441657223807,0],[43.7924748722699,34.4442957603356,0],[43.7922147037187,34.4442957603355,0],[43.7922056027909,34.4453460074077,0],[43.7919358256065,34.4453364033676,0],[43.791954217432,34.4445131570332,0],[43.7919119154305,34.444523595271,0],[43.7917252113994,34.4445293630833,0],[43.7917280921596,34.4444337967416,0],[43.7909568684403,34.4444258611892,0]]]}",FAT36-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7919119154305,34.444523595271,0],[43.791909048171,34.4446521140109,0],[43.7913500297587,34.4446002951395,0],[43.791207447103,34.4446031048555,0],[43.7906511168229,34.4446229835477,0],[43.7900787699443,34.4445806176008,0],[43.7900878756722,34.4445465019204,0],[43.7901706571361,34.4443906312413,0],[43.7902941307019,34.444238660715,0],[43.7903976943097,34.4441799228617,0],[43.7909697329094,34.444176236022,0],[43.7909568684403,34.4444258611892,0],[43.7917280921596,34.4444337967416,0],[43.7917252113994,34.4445293630833,0],[43.7919119154305,34.444523595271,0]]]}",FAT35-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7927845242489,34.4448492112854,0],[43.7930391791896,34.4448474813647,0],[43.7930790706844,34.444849480167,0],[43.7931156452487,34.4427831441699,0],[43.7972191641792,34.4427693520454,0],[43.7961256896555,34.4455757135005,0],[43.7930676673233,34.4454918891963,0],[43.7930258350537,34.4454909648853,0],[43.7925206978828,34.4454767474936,0],[43.7925157047947,34.4441660504063,0],[43.7927871501734,34.444163607555,0],[43.7927845242489,34.4448492112854,0]]]}",FAT34-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7914640691137,34.4441383438737,0],[43.7914657028507,34.4439095726424,0],[43.7930594253208,34.443911712442,0],[43.7930539839146,34.4441276391878,0],[43.7930534106033,34.4441612113653,0],[43.7930391791896,34.4448474813647,0],[43.7927845242489,34.4448492112854,0],[43.7927871501734,34.444163607555,0],[43.7927875052326,34.4441294333535,0],[43.7914640691137,34.4441383438737,0]]]}",FAT33-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7914664024752,34.4436783696498,0],[43.7914657028507,34.4439095726424,0],[43.7930594253208,34.443911712442,0],[43.7930648264164,34.4436973853074,0],[43.793066943152,34.4436616274142,0],[43.7930690045297,34.4433161746431,0],[43.7927795537574,34.4433182295502,0],[43.7927787410074,34.4436576613939,0],[43.7927862056753,34.4436940201733,0],[43.7914664024752,34.4436783696498,0]]]}",FAT32-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7927787410074,34.4436576613939,0],[43.7924960541594,34.4436555076103,0],[43.792495923357,34.44280523131,0],[43.7930722702942,34.4428059112796,0],[43.7930690045297,34.4433161746431,0],[43.7927795537574,34.4433182295502,0],[43.7927787410074,34.4436576613939,0]]]}",FAT31-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7914206106645,34.4441386504875,0],[43.7908902652791,34.4441427667131,0],[43.7908912486572,34.443666045732,0],[43.7909062388374,34.443257499804,0],[43.7914446149701,34.4432493695367,0],[43.7914206106645,34.4441386504875,0]]]}",FAT30-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7909155422174,34.4430256403279,0],[43.7909076806443,34.443223445983,0],[43.7915430278179,34.4432152024194,0],[43.7916992950067,34.4432173121606,0],[43.7924527993975,34.4432312412437,0],[43.7924529278036,34.4428056333003,0],[43.7916953768719,34.4428084729094,0],[43.7916974575939,34.4430255866312,0],[43.7909155422174,34.4430256403279,0]]]}",FAT29-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7905083644256,34.4440439310144,0],[43.7905195328111,34.444143611805,0],[43.7908473181292,34.4441429320615,0],[43.7908483106834,34.4436624887401,0],[43.7908655343531,34.4432302616283,0],[43.7908731859166,34.4430317583408,0],[43.7909155422174,34.4430256403279,0],[43.7916974575939,34.4430255866312,0],[43.7916953768719,34.4428084729094,0],[43.7909239832718,34.4428132542966,0],[43.7908810858231,34.4428128758151,0],[43.7907075554321,34.4428141461694,0],[43.7906963379756,34.4429550186413,0],[43.7905957642577,34.4429533769956,0],[43.7906120242867,34.4440439045142,0],[43.7905083644256,34.4440439310144,0]]]}",FAT28-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7898886554877,34.4430279892559,0],[43.7898884310092,34.442818211303,0],[43.7903214312886,34.4428161990251,0],[43.7903643057127,34.4428138920986,0],[43.7905225921834,34.4428139347289,0],[43.7907075554321,34.4428141461694,0],[43.7906963379756,34.4429550186413,0],[43.7905957642577,34.4429533769956,0],[43.7906120242867,34.4440439045142,0],[43.7905083644256,34.4440439310144,0],[43.7905195328111,34.444143611805,0],[43.7903866707701,34.4441438873271,0],[43.7903668253559,34.4441554412761,0],[43.7903357524649,34.443497888346,0],[43.7903452068186,34.4432714082448,0],[43.7903462095231,34.4432473883467,0],[43.7903035303813,34.4432428182461,0],[43.7901830157144,34.4432439090364,0],[43.7901900392283,34.4430349357931,0],[43.7898886554877,34.4430279892559,0]]]}",FAT27-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7890254875055,34.4437113879137,0],[43.7887816983834,34.4437077133515,0],[43.7887918704733,34.4428222878406,0],[43.7890372830689,34.4428214783758,0],[43.7890800774882,34.4428210912979,0],[43.7898884310092,34.442818211303,0],[43.7898886554877,34.4430279892559,0],[43.7890778654586,34.4430093015088,0],[43.7890349158698,34.4430043864214,0],[43.7890254875055,34.4437113879137,0]]]}",FAT26-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7870500736822,34.4430265627787,0],[43.7870552323632,34.442814196587,0],[43.7885135849652,34.4428238511878,0],[43.7885559067325,34.4428230661395,0],[43.7887918704733,34.4428222878406,0],[43.7887816983834,34.4437077133515,0],[43.7885594913452,34.4437070012414,0],[43.7885567025356,34.4430447543278,0],[43.7885144941772,34.4430410545091,0],[43.7870500736822,34.4430265627787,0]]]}",FAT25-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.78714405232985,34.44369215690192,0],[43.787022434435606,34.443690939913594,0],[43.787041826181,34.44325096898864,0],[43.78704303542473,34.44321615474447,0],[43.78705007368217,34.443026562778655,0],[43.78856985478339,34.44303562622083,0],[43.78851599955422,34.44303530504711,0],[43.78851531140674,34.44323628398732,0],[43.787528045520325,34.443222786004654,0],[43.78751395598789,34.44325712014307,0],[43.78749742858559,34.44348046591361,0],[43.78715514694173,34.443474123825716,0],[43.78714405232985,34.44369215690192,0]]]}",FAT24-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7871551469417,34.4434741238257,0],[43.7874974285856,34.4434804659136,0],[43.7875139559879,34.4432571201431,0],[43.7885154351206,34.4432701373736,0],[43.7885176515258,34.4437071990979,0],[43.7871440523299,34.4436921569019,0],[43.7871551469417,34.4434741238257,0]]]}",FAT23-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7890001104384,34.4453920437359,0],[43.788453416725,34.4453776486612,0],[43.7884603215886,34.4448617218096,0],[43.7884908235591,34.4441946183109,0],[43.7890174620081,34.4441985131979,0],[43.7890001104384,34.4453920437359,0]]]}",FAT22-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7876983402757,34.4439475562346,0],[43.7876984289077,34.4441522744223,0],[43.789016538627,34.4441645045948,0],[43.7890232628944,34.4437462918586,0],[43.7882796543823,34.4437382018536,0],[43.7882775520706,34.443953765927,0],[43.7876983402757,34.4439475562346,0]]]}",FAT21-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7876577756314,34.444665185321,0],[43.7873150743974,34.4446682282027,0],[43.7873292992573,34.4438581439549,0],[43.7874725983249,34.4438582503305,0],[43.7874766337934,34.4437304314688,0],[43.7876568133597,34.4437320602128,0],[43.7876994243542,34.4437328639286,0],[43.7882796543823,34.4437382018536,0],[43.7882775520706,34.443953765927,0],[43.7876989147798,34.4439475623938,0],[43.787656682647,34.4439598847581,0],[43.7876577756314,34.444665185321,0]]]}",FAT20-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7876577756314,34.444665185321,0],[43.7876579680843,34.4447893747759,0],[43.7869714960997,34.4448129602991,0],[43.7870196003523,34.4437258497754,0],[43.7874766337934,34.4437304314688,0],[43.7874725983249,34.4438582503305,0],[43.7873292992573,34.4438581439549,0],[43.7873150743974,34.4446682282027,0],[43.7876577756314,34.444665185321,0]]]}",FAT19-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7884109024924,34.4453764107449,0],[43.7869468522372,34.4453363479883,0],[43.7869685783473,34.4448752613459,0],[43.787667484143,34.4448570047465,0],[43.7877313380581,34.444869777559,0],[43.7884180106934,34.4448849685891,0],[43.7884109024924,34.4453764107449,0]]]}",FAT18-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7866924997855,34.4434878337725,0],[43.7864213326364,34.4434804258194,0],[43.7863951285821,34.444210646686,0],[43.7869542829676,34.4442340987255,0],[43.7869761239957,34.4437683738499,0],[43.7869832820474,34.4436157398843,0],[43.7870138290628,34.4428124476076,0],[43.7867280895107,34.442777041191,0],[43.7866924997855,34.4434878337725,0]]]}",FAT17-FTK0211,
"{""type"":""Polygon"",""coordinates"":[[[43.7851718597359,34.4430243897984,0],[43.7851766337315,34.4427926581995,0],[43.7864151926468,34.4427806284118,0],[43.7864556542521,34.4427798982301,0],[43.7867280895107,34.442777041191,0],[43.7866924997855,34.4434878337725,0],[43.7864213326364,34.4434804258194,0],[43.7864295650883,34.4432404409305,0],[43.7864420414737,34.4430201997496,0],[43.7864014616406,34.4430016464612,0],[43.7851718597359,34.4430243897984,0]]]}",FAT16-FTK0211,
